image_name,split,width,height,number_of_polyps,polygon_points,contour_area,bbox_width,bbox_height,bbox_area
144.png,train,574,500,1,33,34701.50,227,264,59928.00
147.png,train,574,500,1,42,13079.50,129,178,22962.00
148.png,train,574,500,1,38,18322.00,138,231,31878.00
149.png,train,574,500,1,29,27327.50,182,210,38220.00
15.png,train,574,500,1,49,9843.50,103,125,12875.00
151.png,train,574,500,1,29,14387.00,143,129,18447.00
152.png,train,574,500,1,37,11956.00,134,116,15544.00
153.png,train,574,500,1,38,13042.50,152,114,17328.00
154.png,train,574,500,1,35,11686.00,129,116,14964.00
155.png,train,574,500,1,32,9813.50,111,118,13098.00
157.png,train,574,500,1,41,6531.00,93,89,8277.00
158.png,train,574,500,1,43,6359.50,93,84,7812.00
159.png,train,574,500,1,52,7056.00,102,86,8772.00
16.png,train,574,500,1,37,26267.00,167,206,34402.00
160.png,train,574,500,1,45,5988.00,100,77,7700.00
161.png,train,574,500,1,47,6680.00,107,79,8453.00
162.png,train,574,500,1,46,5217.00,94,67,6298.00
164.png,train,574,500,1,33,9483.50,124,99,12276.00
165.png,train,574,500,1,41,11758.50,135,110,14850.00
166.png,train,574,500,1,25,14905.50,144,129,18576.00
167.png,train,574,500,1,41,8158.50,108,96,10368.00
168.png,train,574,500,1,47,7127.50,102,90,9180.00
169.png,train,574,500,1,43,11179.50,139,105,14595.00
17.png,train,574,500,1,44,20545.50,154,171,26334.00
171.png,train,574,500,1,19,52456.00,289,215,62135.00
173.png,train,574,500,1,45,9649.50,123,101,12423.00
175.png,train,574,500,1,35,11934.50,130,116,15080.00
176.png,train,574,500,1,35,12542.00,134,113,15142.00
177.png,train,574,500,1,51,7581.50,103,91,9373.00
178.png,train,574,500,1,43,7295.50,106,87,9222.00
179.png,train,574,500,1,52,7842.50,113,87,9831.00
18.png,train,574,500,1,48,14236.00,128,148,18944.00
180.png,train,574,500,1,39,13495.50,141,119,16779.00
181.png,train,574,500,1,47,9843.50,112,111,12432.00
182.png,train,574,500,1,38,7552.00,96,100,9600.00
183.png,train,574,500,1,53,5695.50,80,89,7120.00
184.png,train,574,500,1,54,6332.50,89,87,7743.00
185.png,train,574,500,1,62,3100.50,71,53,3763.00
186.png,train,574,500,1,54,3794.50,71,66,4686.00
187.png,train,574,500,1,43,4241.50,78,66,5148.00
189.png,train,574,500,1,49,8295.50,98,107,10486.00
19.png,train,574,500,1,38,17784.50,134,171,22914.00
191.png,train,574,500,1,33,11325.50,141,100,14100.00
192.png,train,574,500,1,43,9734.00,123,97,11931.00
193.png,train,574,500,1,32,10839.50,123,111,13653.00
194.png,train,574,500,1,34,11773.00,132,110,14520.00
195.png,train,574,500,1,51,7433.00,110,86,9460.00
197.png,train,574,500,1,33,14976.50,152,125,19000.00
198.png,train,574,500,1,49,5142.00,80,81,6480.00
200.png,train,574,500,1,50,4558.00,84,67,5628.00
202.png,train,574,500,1,44,9818.50,121,102,12342.00
204.png,train,574,500,1,58,4044.50,109,64,6976.00
205.png,train,574,500,1,56,2271.00,81,42,3402.00
207.png,train,574,500,1,70,2899.00,102,45,4590.00
208.png,train,574,500,1,57,1485.00,76,36,2736.00
209.png,train,574,500,1,52,2560.00,65,51,3315.00
21.png,train,574,500,1,36,20728.00,134,196,26264.00
210.png,train,574,500,1,48,5824.50,108,70,7560.00
212.png,train,574,500,1,40,12502.50,146,105,15330.00
213.png,train,574,500,1,33,11485.50,139,100,13900.00
214.png,train,574,500,1,42,8801.00,124,87,10788.00
215.png,train,574,500,1,42,9272.00,128,88,11264.00
216.png,train,574,500,1,46,11137.50,129,107,13803.00
217.png,train,574,500,1,35,7467.50,74,144,10656.00
218.png,train,574,500,1,29,19757.00,161,154,24794.00
219.png,train,574,500,1,28,17299.50,160,133,21280.00
22.png,train,574,500,1,38,16346.50,116,177,20532.00
222.png,train,574,500,1,44,11883.00,132,128,16896.00
223.png,train,574,500,1,35,10809.50,153,92,14076.00
224.png,train,574,500,1,62,5092.50,112,67,7504.00
226.png,train,574,500,1,29,11900.50,106,182,19292.00
228.png,train,574,500,1,20,54116.50,236,296,69856.00
229.png,train,574,500,1,37,23471.50,147,223,32781.00
23.png,train,574,500,1,36,14823.50,141,150,21150.00
230.png,train,574,500,1,28,15055.00,114,183,20862.00
231.png,train,574,500,1,54,6688.50,83,122,10126.00
233.png,train,574,500,1,39,14781.50,122,170,20740.00
235.png,train,574,500,1,55,7438.50,93,106,9858.00
236.png,train,574,500,1,31,19711.50,148,164,24272.00
237.png,train,574,500,1,26,33353.50,198,238,47124.00
238.png,train,574,500,1,26,29553.50,180,219,39420.00
239.png,train,574,500,1,35,20421.50,161,166,26726.00
24.png,train,574,500,1,29,23665.00,172,191,32852.00
240.png,train,574,500,1,30,15313.00,137,156,21372.00
241.png,train,574,500,1,39,10731.00,118,122,14396.00
242.png,train,574,500,1,45,9656.00,111,118,13098.00
243.png,train,574,500,1,44,7729.50,97,112,10864.00
244.png,train,574,500,1,38,7733.50,125,83,10375.00
245.png,train,574,500,1,45,9656.00,111,118,13098.00
246.png,train,574,500,1,44,7729.50,97,112,10864.00
247.png,train,574,500,1,38,7733.50,125,83,10375.00
248.png,train,574,500,1,45,9656.00,111,118,13098.00
249.png,train,574,500,1,44,7729.50,97,112,10864.00
25.png,train,574,500,1,37,9056.50,141,94,13254.00
250.png,train,574,500,1,38,7733.50,125,83,10375.00
251.png,train,574,500,1,45,9656.00,111,118,13098.00
252.png,train,574,500,1,44,7729.50,97,112,10864.00
253.png,train,574,500,1,38,7733.50,125,83,10375.00
255.png,train,574,500,1,44,7729.50,97,112,10864.00
257.png,train,574,500,1,45,9656.00,111,118,13098.00
259.png,train,574,500,1,38,7733.50,125,83,10375.00
26.png,train,574,500,1,51,5912.50,94,80,7520.00
260.png,train,574,500,1,45,9656.00,111,118,13098.00
261.png,train,574,500,1,44,7729.50,97,112,10864.00
263.png,train,574,500,1,45,9656.00,111,118,13098.00
265.png,train,574,500,1,55,3843.00,55,104,5720.00
268.png,train,574,500,1,44,2737.50,36,115,4140.00
269.png,train,574,500,1,45,4804.50,49,145,7105.00
270.png,train,574,500,1,35,16229.00,95,258,24510.00
271.png,train,574,500,1,44,3911.50,44,122,5368.00
272.png,train,574,500,1,55,3843.00,55,104,5720.00
275.png,train,574,500,1,26,26468.50,331,177,58587.00
276.png,train,574,500,1,23,34969.00,332,185,61420.00
277.png,train,574,500,1,31,22592.50,278,175,48650.00
278.png,train,574,500,1,35,14312.00,256,124,31744.00
279.png,train,574,500,1,30,18984.00,230,161,37030.00
28.png,train,574,500,1,26,28273.50,160,225,36000.00
280.png,train,574,500,1,30,16083.00,203,166,33698.00
281.png,train,574,500,1,34,14877.50,188,168,31584.00
282.png,train,574,500,1,39,9162.50,118,106,12508.00
283.png,train,574,500,1,40,8874.00,100,110,11000.00
284.png,train,574,500,1,26,17565.50,201,116,23316.00
285.png,train,574,500,1,24,22206.50,232,149,34568.00
286.png,train,574,500,1,30,33936.00,399,175,69825.00
287.png,train,574,500,1,25,26256.50,329,189,62181.00
288.png,train,574,500,1,26,28771.50,330,180,59400.00
289.png,train,574,500,1,26,31429.50,324,178,57672.00
29.png,train,574,500,1,30,24099.00,149,215,32035.00
290.png,train,574,500,1,27,20581.00,307,147,45129.00
291.png,train,574,500,1,29,20424.00,302,134,40468.00
293.png,train,574,500,1,34,20145.50,325,149,48425.00
295.png,train,574,500,1,26,26468.50,331,177,58587.00
296.png,train,574,500,1,23,34969.00,332,185,61420.00
297.png,train,574,500,1,31,22592.50,278,175,48650.00
298.png,train,574,500,1,35,14312.00,256,124,31744.00
299.png,train,574,500,1,30,18984.00,230,161,37030.00
3.png,train,574,500,1,38,14385.50,156,127,19812.00
30.png,train,574,500,1,24,9788.00,101,129,13029.00
300.png,train,574,500,1,30,16083.00,203,166,33698.00
301.png,train,574,500,1,30,91817.50,390,332,129480.00
302.png,train,574,500,1,25,150976.00,467,449,209683.00
303.png,train,574,500,1,25,149368.00,434,456,197904.00
304.png,train,574,500,1,22,141221.00,484,399,193116.00
306.png,train,574,500,1,30,114360.00,389,426,165714.00
307.png,train,574,500,1,28,82018.50,386,313,120818.00
309.png,train,574,500,1,34,65358.50,337,313,105481.00
31.png,train,574,500,1,37,12515.00,122,129,15738.00
311.png,train,574,500,1,23,115160.00,409,381,155829.00
312.png,train,574,500,1,26,111309.50,397,388,154036.00
313.png,train,574,500,1,22,85102.50,292,378,110376.00
314.png,train,574,500,1,30,93862.50,334,391,130594.00
315.png,train,574,500,1,23,70807.00,276,356,98256.00
316.png,train,574,500,1,34,51163.50,258,294,75852.00
317.png,train,574,500,1,28,89369.50,372,379,140988.00
318.png,train,574,500,1,31,109312.00,368,404,148672.00
319.png,train,574,500,1,24,87793.00,324,395,127980.00
32.png,train,574,500,1,22,26010.00,171,197,33687.00
320.png,train,574,500,1,29,82630.50,360,388,139680.00
321.png,train,574,500,1,23,82859.50,366,279,102114.00
322.png,train,574,500,1,21,134328.00,335,465,155775.00
323.png,train,574,500,1,25,78396.00,241,454,109414.00
324.png,train,574,500,1,22,38847.00,211,317,66887.00
325.png,train,574,500,1,22,51189.50,337,209,70433.00
326.png,train,574,500,1,17,44057.00,338,165,55770.00
327.png,train,574,500,1,19,42152.00,336,171,57456.00
328.png,train,574,500,1,23,62978.00,336,222,74592.00
329.png,train,574,500,1,19,54359.00,337,213,71781.00
33.png,train,574,500,1,41,14239.50,124,150,18600.00
330.png,train,574,500,1,20,101472.50,446,292,130232.00
332.png,train,574,500,1,21,120215.50,383,366,140178.00
333.png,train,574,500,1,27,64313.00,246,343,84378.00
334.png,train,574,500,1,20,66756.50,249,355,88395.00
335.png,train,574,500,1,23,106923.50,349,380,132620.00
336.png,train,574,500,1,24,105255.00,372,353,131316.00
337.png,train,574,500,1,27,109609.50,380,361,137180.00
338.png,train,574,500,1,28,105723.00,357,377,134589.00
339.png,train,574,500,1,22,95791.50,341,347,118327.00
34.png,train,574,500,1,32,18342.00,121,189,22869.00
340.png,train,574,500,1,22,78588.50,407,264,107448.00
341.png,train,574,500,1,45,1184.50,52,32,1664.00
342.png,train,574,500,1,33,799.00,45,23,1035.00
343.png,train,574,500,1,56,3500.50,69,66,4554.00
344.png,train,574,500,1,48,2938.50,88,45,3960.00
345.png,train,574,500,1,47,2199.00,86,33,2838.00
347.png,train,574,500,1,50,6693.50,118,73,8614.00
348.png,train,574,500,1,49,5143.50,113,60,6780.00
349.png,train,574,500,1,49,4046.00,101,56,5656.00
35.png,train,574,500,1,32,24958.50,175,187,32725.00
351.png,train,574,500,1,57,2345.50,65,47,3055.00
352.png,train,574,500,1,56,2255.00,62,47,2914.00
354.png,train,574,500,1,49,1716.00,56,40,2240.00
355.png,train,574,500,1,56,1323.50,53,36,1908.00
356.png,train,574,500,1,60,1262.50,51,38,1938.00
357.png,train,574,500,1,47,1178.50,50,34,1700.00
359.png,train,574,500,1,55,1129.50,43,39,1677.00
36.png,train,574,500,1,34,18977.00,138,177,24426.00
360.png,train,574,500,1,59,1085.50,51,35,1785.00
361.png,train,574,500,1,32,9579.50,134,108,14472.00
362.png,train,574,500,1,46,7226.00,132,96,12672.00
363.png,train,574,500,1,53,5061.50,100,77,7700.00
364.png,train,574,500,1,57,3484.00,91,58,5278.00
366.png,train,574,500,1,59,3167.00,90,63,5670.00
367.png,train,574,500,1,52,3308.50,83,73,6059.00
368.png,train,574,500,1,71,2819.00,77,63,4851.00
369.png,train,574,500,1,65,2347.50,69,50,3450.00
37.png,train,574,500,1,33,16152.00,133,160,21280.00
372.png,train,574,500,1,67,1723.50,54,46,2484.00
373.png,train,574,500,1,54,1887.00,55,53,2915.00
374.png,train,574,500,1,62,1972.50,55,59,3245.00
375.png,train,574,500,1,51,1975.00,58,53,3074.00
376.png,train,574,500,1,60,2177.00,58,52,3016.00
379.png,train,574,500,1,55,1904.00,60,46,2760.00
38.png,train,574,500,1,28,22348.00,160,174,27840.00
380.png,train,574,500,1,50,2000.50,57,47,2679.00
39.png,train,574,500,1,60,3751.00,67,74,4958.00
4.png,train,574,500,1,48,9631.50,141,98,13818.00
40.png,train,574,500,1,39,8529.00,99,115,11385.00
42.png,train,574,500,1,45,5265.50,77,90,6930.00
43.png,train,574,500,1,60,7181.50,87,113,9831.00
44.png,train,574,500,1,73,2932.50,60,65,3900.00
45.png,train,574,500,1,41,10107.00,119,124,14756.00
47.png,train,574,500,1,53,4915.50,73,91,6643.00
48.png,train,574,500,1,53,6896.50,100,100,10000.00
49.png,train,574,500,1,37,11247.00,117,129,15093.00
5.png,train,574,500,1,49,7591.50,124,89,11036.00
50.png,train,574,500,1,56,2454.00,52,64,3328.00
53.png,train,574,500,1,55,3937.00,73,77,5621.00
54.png,train,574,500,1,53,4377.00,67,87,5829.00
55.png,train,574,500,1,59,3148.00,60,68,4080.00
57.png,train,574,500,1,38,9333.00,106,123,13038.00
58.png,train,574,500,1,39,11223.00,121,128,15488.00
59.png,train,574,500,1,44,8771.00,102,117,11934.00
6.png,train,574,500,1,51,5396.50,97,75,7275.00
60.png,train,574,500,1,52,4978.50,72,93,6696.00
61.png,train,574,500,1,34,11221.50,98,140,13720.00
63.png,train,574,500,1,31,36475.00,209,235,49115.00
64.png,train,574,500,1,33,32418.50,198,230,45540.00
65.png,train,574,500,1,34,29442.50,186,221,41106.00
66.png,train,574,500,1,36,20409.50,151,185,27935.00
67.png,train,574,500,1,35,17234.00,145,158,22910.00
7.png,train,574,500,1,55,5615.50,97,76,7372.00
70.png,train,574,500,1,69,4633.00,69,93,6417.00
71.png,train,574,500,1,53,5172.50,70,95,6650.00
73.png,train,574,500,1,36,14970.50,128,163,20864.00
74.png,train,574,500,1,50,4374.00,68,117,7956.00
75.png,train,574,500,1,22,24986.50,171,239,40869.00
76.png,train,574,500,1,30,19992.50,146,176,25696.00
77.png,train,574,500,1,59,6631.50,110,78,8580.00
78.png,train,574,500,1,46,7793.50,138,74,10212.00
79.png,train,574,500,1,52,4604.00,104,62,6448.00
8.png,train,574,500,1,46,5675.50,96,74,7104.00
80.png,train,574,500,1,63,2802.50,77,56,4312.00
81.png,train,574,500,1,58,2832.00,80,45,3600.00
82.png,train,574,500,1,52,2996.50,85,46,3910.00
84.png,train,574,500,1,69,2887.00,82,51,4182.00
86.png,train,574,500,1,59,2597.00,70,48,3360.00
87.png,train,574,500,1,58,2348.50,65,50,3250.00
89.png,train,574,500,1,50,1601.50,51,42,2142.00
9.png,train,574,500,1,50,6063.50,102,79,8058.00
91.png,train,574,500,1,56,1384.50,47,40,1880.00
93.png,train,574,500,1,56,5143.00,97,72,6984.00
94.png,train,574,500,1,62,2614.50,74,52,3848.00
95.png,train,574,500,1,52,5325.50,94,73,6862.00
96.png,train,574,500,1,57,6813.50,104,83,8632.00
97.png,train,574,500,1,60,5509.50,91,78,7098.00
98.png,train,574,500,1,42,13079.50,129,178,22962.00
99.png,train,574,500,1,38,18322.00,138,231,31878.00
101.png,val,574,500,1,39,11623.50,111,175,19425.00
11.png,val,574,500,1,36,32057.50,171,244,41724.00
110.png,val,574,500,1,25,20089.50,129,262,33798.00
112.png,val,574,500,1,25,20318.00,128,225,28800.00
113.png,val,574,500,1,24,24808.00,251,232,58232.00
119.png,val,574,500,1,33,9135.50,74,192,14208.00
12.png,val,574,500,1,52,8753.00,92,127,11684.00
130.png,val,574,500,1,32,35512.00,259,266,68894.00
131.png,val,574,500,1,39,14954.00,225,185,41625.00
135.png,val,574,500,1,35,15696.00,131,206,26986.00
139.png,val,574,500,1,35,23099.00,187,261,48807.00
141.png,val,574,500,1,22,26123.50,194,242,46948.00
143.png,val,574,500,1,28,13610.00,99,245,24255.00
145.png,val,574,500,1,30,37212.50,251,258,64758.00
146.png,val,574,500,1,27,16050.50,106,268,28408.00
150.png,val,574,500,1,31,20344.00,166,173,28718.00
156.png,val,574,500,1,47,8625.00,110,99,10890.00
163.png,val,574,500,1,42,7954.50,112,90,10080.00
170.png,val,574,500,1,27,21311.00,182,147,26754.00
172.png,val,574,500,1,47,7769.50,118,85,10030.00
174.png,val,574,500,1,42,7970.50,115,89,10235.00
188.png,val,574,500,1,46,4008.50,72,67,4824.00
190.png,val,574,500,1,44,6511.00,96,83,7968.00
196.png,val,574,500,1,48,7757.50,113,86,9718.00
199.png,val,574,500,1,42,7667.50,101,94,9494.00
2.png,val,574,500,1,52,993.50,48,34,1632.00
20.png,val,574,500,1,33,29467.00,173,218,37714.00
201.png,val,574,500,1,53,3544.00,71,62,4402.00
203.png,val,574,500,1,46,6922.50,95,90,8550.00
206.png,val,574,500,1,48,2094.00,87,45,3915.00
211.png,val,574,500,1,43,6586.00,108,73,7884.00
220.png,val,574,500,1,39,11393.50,127,111,14097.00
221.png,val,574,500,1,31,11646.00,165,103,16995.00
225.png,val,574,500,1,50,2984.00,88,50,4400.00
227.png,val,574,500,1,22,52714.50,231,311,71841.00
232.png,val,574,500,1,31,13036.00,123,142,17466.00
234.png,val,574,500,1,27,12070.00,115,157,18055.00
254.png,val,574,500,1,45,9656.00,111,118,13098.00
256.png,val,574,500,1,38,7733.50,125,83,10375.00
258.png,val,574,500,1,44,7729.50,97,112,10864.00
262.png,val,574,500,1,38,7733.50,125,83,10375.00
264.png,val,574,500,1,44,3911.50,44,122,5368.00
266.png,val,574,500,1,34,10325.00,110,133,14630.00
267.png,val,574,500,1,61,2374.50,50,61,3050.00
27.png,val,574,500,1,52,5482.50,92,76,6992.00
273.png,val,574,500,1,52,5457.50,86,114,9804.00
274.png,val,574,500,1,24,23511.50,323,185,59755.00
292.png,val,574,500,1,24,13797.00,285,208,59280.00
294.png,val,574,500,1,24,23511.50,323,185,59755.00
305.png,val,574,500,1,25,136500.00,440,419,184360.00
308.png,val,574,500,1,27,111362.50,449,390,175110.00
310.png,val,574,500,1,22,180461.00,546,428,233688.00
331.png,val,574,500,1,20,80311.50,296,356,105376.00
346.png,val,574,500,1,44,5603.50,120,66,7920.00
350.png,val,574,500,1,46,4262.50,109,55,5995.00
353.png,val,574,500,1,62,1755.50,62,44,2728.00
358.png,val,574,500,1,44,1087.50,40,35,1400.00
365.png,val,574,500,1,57,3315.00,90,62,5580.00
370.png,val,574,500,1,73,2173.00,65,55,3575.00
371.png,val,574,500,1,67,1652.50,61,44,2684.00
377.png,val,574,500,1,59,2435.50,65,54,3510.00
378.png,val,574,500,1,59,2224.00,67,51,3417.00
41.png,val,574,500,1,45,7371.00,94,99,9306.00
46.png,val,574,500,1,62,6246.00,96,93,8928.00
51.png,val,574,500,1,60,2265.50,47,61,2867.00
52.png,val,574,500,1,52,5788.00,83,99,8217.00
56.png,val,574,500,1,59,2812.00,52,69,3588.00
62.png,val,574,500,1,30,42619.00,235,236,55460.00
68.png,val,574,500,1,36,13806.50,121,142,17182.00
69.png,val,574,500,1,48,8582.00,87,130,11310.00
72.png,val,574,500,1,27,27269.00,167,212,35404.00
83.png,val,574,500,1,66,1942.00,63,47,2961.00
85.png,val,574,500,1,66,2526.00,71,50,3550.00
88.png,val,574,500,1,48,1937.50,56,43,2408.00
90.png,val,574,500,1,62,2400.50,64,50,3200.00
92.png,val,574,500,1,50,1679.50,52,41,2132.00
