split,stem,source_image,source_mask,output_image,output_mask_original,output_mask_binary,image_hash,mask_hash
train,cju17hw9hr9c5098800fu4u8e,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju17hw9hr9c5098800fu4u8e.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju17hw9hr9c5098800fu4u8e.jpg,train/images/cju17hw9hr9c5098800fu4u8e.jpg,train/masks_original/cju17hw9hr9c5098800fu4u8e.jpg,train/masks_binary/cju17hw9hr9c5098800fu4u8e.png,9a5cef3bf3c3193bc841566609c902303b716293c0bf8a623104f8792f12cdac,62b1a5ca07f8959aa3dbbd656151c8ae97d1e89697cf13fb39f3348c46610e66
train,cju17otoe119u0799nqcbl8n1,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju17otoe119u0799nqcbl8n1.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju17otoe119u0799nqcbl8n1.jpg,train/images/cju17otoe119u0799nqcbl8n1.jpg,train/masks_original/cju17otoe119u0799nqcbl8n1.jpg,train/masks_binary/cju17otoe119u0799nqcbl8n1.png,b590fe01a0f0c99ecb3d0ed00cd6823fb9d5a52c91f643060403a678c1c44374,321b7360e31651b23e1048ba8ebb7f34ea6af33d7d9f41828b61011a66220ff6
train,cju17r8il13910799dr2wme2e,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju17r8il13910799dr2wme2e.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju17r8il13910799dr2wme2e.jpg,train/images/cju17r8il13910799dr2wme2e.jpg,train/masks_original/cju17r8il13910799dr2wme2e.jpg,train/masks_binary/cju17r8il13910799dr2wme2e.png,1a32ba0d802c3e4ffde60225376f98b6689a8159a464402ac83492555d0b53ef,d07b283e58a4d18602405ac474a6436164e22667de4041f5d362ac876d636eef
train,cju17v6ih0u7808783zcbg1jy,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju17v6ih0u7808783zcbg1jy.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju17v6ih0u7808783zcbg1jy.jpg,train/images/cju17v6ih0u7808783zcbg1jy.jpg,train/masks_original/cju17v6ih0u7808783zcbg1jy.jpg,train/masks_binary/cju17v6ih0u7808783zcbg1jy.png,8dd80364b8e33d810ca91233813f5d3a9e01b6d6a2204deaa872909957e6c479,65ff21d9f5a005a0be105bf892ae3a81365fd55662057cc2e0dd6aa35405618a
train,cju17x0j4nfc10993y31pvlgs,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju17x0j4nfc10993y31pvlgs.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju17x0j4nfc10993y31pvlgs.jpg,train/images/cju17x0j4nfc10993y31pvlgs.jpg,train/masks_original/cju17x0j4nfc10993y31pvlgs.jpg,train/masks_binary/cju17x0j4nfc10993y31pvlgs.png,999a47bfc96b1678a8b9bef17f9ee955c2c74b31d2f748023cc3d2984a235e9e,7d1ccfbbd770546d552194fab8a75085c0b9c79fd2a3ee11191ce28375e2b8bf
train,cju17z0qongpa0993de4boim4,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju17z0qongpa0993de4boim4.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju17z0qongpa0993de4boim4.jpg,train/images/cju17z0qongpa0993de4boim4.jpg,train/masks_original/cju17z0qongpa0993de4boim4.jpg,train/masks_binary/cju17z0qongpa0993de4boim4.png,be8bbe3297c7b93f9d18255f54540efbdda140e26c22a00b240ecdb3aa95889e,e38d58b1b5f313712c85b5f5b6aeab989504befaaa647923361b5b2b163b78de
train,cju1819curo000988pd5xcqme,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1819curo000988pd5xcqme.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1819curo000988pd5xcqme.jpg,train/images/cju1819curo000988pd5xcqme.jpg,train/masks_original/cju1819curo000988pd5xcqme.jpg,train/masks_binary/cju1819curo000988pd5xcqme.png,ce694796d3764d35e1940f9361582d66557daac2ce2cacc081d11873cb4d32fd,5fb8949fde2df4c7dc8f6551d6051bbafa1be18b0c9c913ceb47cac76233df8b
train,cju183od81ff608017ekzif89,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju183od81ff608017ekzif89.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju183od81ff608017ekzif89.jpg,train/images/cju183od81ff608017ekzif89.jpg,train/masks_original/cju183od81ff608017ekzif89.jpg,train/masks_binary/cju183od81ff608017ekzif89.png,95fb108e58248f1ab9a1a5e04ab9c8815a16e4fa93d460559facdc7d31c7b190,d98bd2cfb1cbd80509597997fac17b723abdb081bde4d85fe9381c7c80921152
train,cju1871y11d6r0799k6cw4yze,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1871y11d6r0799k6cw4yze.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1871y11d6r0799k6cw4yze.jpg,train/images/cju1871y11d6r0799k6cw4yze.jpg,train/masks_original/cju1871y11d6r0799k6cw4yze.jpg,train/masks_binary/cju1871y11d6r0799k6cw4yze.png,1d6e12477e21253c42d11fb4104b8e552b78afb2f15976404001c14f49e0bf24,39ccf08889488ca5dc437a8beb61cf8788521007d29644f84b0ba48367c8513b
train,cju18849rrsgr0988p90hkygb,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju18849rrsgr0988p90hkygb.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju18849rrsgr0988p90hkygb.jpg,train/images/cju18849rrsgr0988p90hkygb.jpg,train/masks_original/cju18849rrsgr0988p90hkygb.jpg,train/masks_binary/cju18849rrsgr0988p90hkygb.png,3abb974e475eaae6923864fa4fe8c674d132e67a4efd234ae83d8effe0f5abf6,b25469ea72bb57b133ea85f7485d422ecaad73443d9dee447eff3348e1967382
train,cju18gzrq18zw0878wbf4ftw6,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju18gzrq18zw0878wbf4ftw6.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju18gzrq18zw0878wbf4ftw6.jpg,train/images/cju18gzrq18zw0878wbf4ftw6.jpg,train/masks_original/cju18gzrq18zw0878wbf4ftw6.jpg,train/masks_binary/cju18gzrq18zw0878wbf4ftw6.png,979444c86b1453e4cfb8a2ec6b14eda59a9ec5863ec4e0cedbc5e7c40b7dfe21,768561136c32576afcb06206c466f0182db9c8e48829f726d107eaf988c9bdfa
train,cju18ibp219ub08783i6o98g7,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju18ibp219ub08783i6o98g7.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju18ibp219ub08783i6o98g7.jpg,train/images/cju18ibp219ub08783i6o98g7.jpg,train/masks_original/cju18ibp219ub08783i6o98g7.jpg,train/masks_binary/cju18ibp219ub08783i6o98g7.png,706a99dc2f0244e566e1fb9c431789bafafc9fbb4284b5f514e5898afce0eb95,7fbc3aa6ee0c03a11a2268e8a30a4828bce598691caad31adfc734f44e70c4d0
train,cju18kevfrojc0835bn90f1in,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju18kevfrojc0835bn90f1in.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju18kevfrojc0835bn90f1in.jpg,train/images/cju18kevfrojc0835bn90f1in.jpg,train/masks_original/cju18kevfrojc0835bn90f1in.jpg,train/masks_binary/cju18kevfrojc0835bn90f1in.png,53e35cc94371e688c5691869a3156d7c09c801d8b44a5ae527f10b1a149fb5f1,a9b9edc3d3bc3c238135f39ec53567ef8bccc1db0f660cd2a85ba3554bf14d03
train,cju1alwgo30z60855fm3y23sm,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1alwgo30z60855fm3y23sm.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1alwgo30z60855fm3y23sm.jpg,train/images/cju1alwgo30z60855fm3y23sm.jpg,train/masks_original/cju1alwgo30z60855fm3y23sm.jpg,train/masks_binary/cju1alwgo30z60855fm3y23sm.png,67b88c424d41978b278521a5c95abca898c6e888edc79951c133f0b1290de7e9,237487d6eb191dbf434f9a0cf976fc5802f9681fad7131ccaa122f4a72ab0871
train,cju1amqw6p8pw0993d9gc5crl,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1amqw6p8pw0993d9gc5crl.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1amqw6p8pw0993d9gc5crl.jpg,train/images/cju1amqw6p8pw0993d9gc5crl.jpg,train/masks_original/cju1amqw6p8pw0993d9gc5crl.jpg,train/masks_binary/cju1amqw6p8pw0993d9gc5crl.png,9a75ca5a25982cd4f32a2d961eac6263a901ae5b4009bf5b95a913f1be7e9364,e6622e3ae9ffdaee401344effe31f88ae6817080fbff56d5c69796a7d00d7742
train,cju1aqqv02qwz0878a5cyhr67,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1aqqv02qwz0878a5cyhr67.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1aqqv02qwz0878a5cyhr67.jpg,train/images/cju1aqqv02qwz0878a5cyhr67.jpg,train/masks_original/cju1aqqv02qwz0878a5cyhr67.jpg,train/masks_binary/cju1aqqv02qwz0878a5cyhr67.png,40d413a9fc7acaa29616b055d310312a4522d236a80f9a9a0fffdee2156a9831,f2d27882e9ae717b07bfcee043d5d6ff08b5f25efc515eed68028521b1b5a603
train,cju1ats0y372e08011yazcsxm,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1ats0y372e08011yazcsxm.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1ats0y372e08011yazcsxm.jpg,train/images/cju1ats0y372e08011yazcsxm.jpg,train/masks_original/cju1ats0y372e08011yazcsxm.jpg,train/masks_binary/cju1ats0y372e08011yazcsxm.png,ff90d9975b00da4a4b9ab47fc15565d69cbb75979f89437d4b810e157c756ae2,0574f854fa42065c9a315e6dbdc8592076ab713bdb21e2b98234bf80d38ac43f
train,cju1b0y2e396p08558ois175d,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1b0y2e396p08558ois175d.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1b0y2e396p08558ois175d.jpg,train/images/cju1b0y2e396p08558ois175d.jpg,train/masks_original/cju1b0y2e396p08558ois175d.jpg,train/masks_binary/cju1b0y2e396p08558ois175d.png,866f152a26647cb80060798850db9c1903fee46863d0b543738ce01277c94f2e,a369329fda9567fd68634cd472b6ccac9d0ffb373dea74efc917616366d0732b
train,cju1b3zgj3d8e0801kpolea6c,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1b3zgj3d8e0801kpolea6c.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1b3zgj3d8e0801kpolea6c.jpg,train/images/cju1b3zgj3d8e0801kpolea6c.jpg,train/masks_original/cju1b3zgj3d8e0801kpolea6c.jpg,train/masks_binary/cju1b3zgj3d8e0801kpolea6c.png,3605d41431faee7a4b00117a362e68b2db27dcbd5190320da382784301f346ea,b20d4bf972944fc43e20ed78651943ade8e56a207a09b99083caf234661b94e1
train,cju1b75x63ddl0799sdp0i2j3,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1b75x63ddl0799sdp0i2j3.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1b75x63ddl0799sdp0i2j3.jpg,train/images/cju1b75x63ddl0799sdp0i2j3.jpg,train/masks_original/cju1b75x63ddl0799sdp0i2j3.jpg,train/masks_binary/cju1b75x63ddl0799sdp0i2j3.png,2d4c60bac993ba39208b4bcb874a7267998f1502d4bb53bfc1c6847635732a27,cb9e1b4cd1c71d3b2393e12fe4b0b5a154ad0d3b209cf0fba4dcb8b372e33d2f
train,cju1bhnfitmge0835ynls0l6b,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1bhnfitmge0835ynls0l6b.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1bhnfitmge0835ynls0l6b.jpg,train/images/cju1bhnfitmge0835ynls0l6b.jpg,train/masks_original/cju1bhnfitmge0835ynls0l6b.jpg,train/masks_binary/cju1bhnfitmge0835ynls0l6b.png,281830860fb8b6ca5a30fcb55047cd7ceb0ed0eaa1c1867bc776556bb178fced,09e5379360cccdd29960b04daf8ef8b3fcb4c7b7b5a58d0c832a29a235430013
train,cju1bm8063nmh07996rsjjemq,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1bm8063nmh07996rsjjemq.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1bm8063nmh07996rsjjemq.jpg,train/images/cju1bm8063nmh07996rsjjemq.jpg,train/masks_original/cju1bm8063nmh07996rsjjemq.jpg,train/masks_binary/cju1bm8063nmh07996rsjjemq.png,cb90919b1c36cd79325c84e28c85420cf9ff4bc2dde8431a24007ade792acce7,1428fa55960eefffa465bebf33dafc70aeccbc699bd39ae450599b715bcb8791
train,cju1brhsj3rls0855a1vgdlen,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1brhsj3rls0855a1vgdlen.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1brhsj3rls0855a1vgdlen.jpg,train/images/cju1brhsj3rls0855a1vgdlen.jpg,train/masks_original/cju1brhsj3rls0855a1vgdlen.jpg,train/masks_binary/cju1brhsj3rls0855a1vgdlen.png,a8db32c8fb3d69ade942312acba52687e0a57ef3a4938d629c7617f45bf7d7c0,55226d062fe8bcc96e34cf5cd81bcde957f980518f6622ce4065e0ece6d08aae
train,cju1c0qb4tzi308355wtsnp0y,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1c0qb4tzi308355wtsnp0y.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1c0qb4tzi308355wtsnp0y.jpg,train/images/cju1c0qb4tzi308355wtsnp0y.jpg,train/masks_original/cju1c0qb4tzi308355wtsnp0y.jpg,train/masks_binary/cju1c0qb4tzi308355wtsnp0y.png,12f074d5ecc3e3f94fb5da6c8746bdb687d76e7335540ca63c2ff0d481010302,cb1468deca8f19959714e766174674bb3e163fbf8cfdb09262e038cee98b38ac
train,cju1c3218411b08014g9f6gig,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1c3218411b08014g9f6gig.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1c3218411b08014g9f6gig.jpg,train/images/cju1c3218411b08014g9f6gig.jpg,train/masks_original/cju1c3218411b08014g9f6gig.jpg,train/masks_binary/cju1c3218411b08014g9f6gig.png,2703049cdd02949d9edef2526d040b7beed7e1128dd72456823f3fddb34acac0,29326bca8999b44d9819fc5605e22667bdb9a15eeef5f0533189aaf80ffad641
train,cju1c4fcu40hl07992b8gj0c8,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1c4fcu40hl07992b8gj0c8.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1c4fcu40hl07992b8gj0c8.jpg,train/images/cju1c4fcu40hl07992b8gj0c8.jpg,train/masks_original/cju1c4fcu40hl07992b8gj0c8.jpg,train/masks_binary/cju1c4fcu40hl07992b8gj0c8.png,2a42481345c6853b82047470eb7db521fb7d86a3e6bcda1343c1c0b952b46cb9,25cdd390a5d97017ff2d18059c9c51ee349b9ed2eb14fcc62a26f44713d9d577
train,cju1c6yfz42md08550zgoz3pw,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\images\cju1c6yfz42md08550zgoz3pw.jpg,C:\LeDucLuong\HK VII\LuanCuNhan\DeepLearning\Test_Mau\archive\Kvasir-SEG\Kvasir-SEG\masks\cju1c6yfz42md08550zgoz3pw.jpg,train/images/cju1c6yfz42md08550zgoz3pw.jpg,train/masks_original/cju1c6yfz42md08550zgoz3pw.jpg,train/masks_binary/cju1c6yfz42md08550zgoz3pw.png,00a5f35a8ab30fb2bc30ae73de7ea7c320f533ddff4ba451fd69fe4410ccd7b2,2cf74e6b4be33bdc82b463396b4054fba25333ea73ade6b987eb968bdb2f945a
