image_name,split,width,height,number_of_polyps,polygon_points,contour_area,bbox_width,bbox_height,bbox_area
148.png,train,384,288,1,34,9744.00,132,96,12672.00
149.png,train,384,288,1,30,9029.50,129,89,11481.00
15.png,train,384,288,1,26,35845.00,268,184,49312.00
152.png,train,384,288,1,28,20457.00,198,134,26532.00
153.png,train,384,288,1,43,6178.50,115,71,8165.00
154.png,train,384,288,1,50,555.00,25,38,950.00
155.png,train,384,288,1,56,1605.50,41,65,2665.00
156.png,train,384,288,1,43,4570.50,70,106,7420.00
157.png,train,384,288,1,39,7348.00,91,131,11921.00
158.png,train,384,288,1,44,4372.00,67,103,6901.00
159.png,train,384,288,1,64,1732.50,43,65,2795.00
160.png,train,384,288,1,34,8057.00,93,131,12183.00
161.png,train,384,288,1,44,3066.00,56,80,4480.00
162.png,train,384,288,1,46,4980.00,80,98,7840.00
164.png,train,384,288,1,63,3066.50,52,83,4316.00
166.png,train,384,288,1,35,7184.50,99,119,11781.00
167.png,train,384,288,1,49,3405.00,68,73,4964.00
168.png,train,384,288,1,46,4840.00,89,82,7298.00
169.png,train,384,288,1,40,6472.00,102,97,9894.00
170.png,train,384,288,1,55,4552.50,84,78,6552.00
173.png,train,384,288,1,27,10709.50,109,139,15151.00
174.png,train,384,288,1,34,11333.00,153,134,20502.00
175.png,train,384,288,1,28,14970.50,154,124,19096.00
176.png,train,384,288,1,37,12536.50,151,138,20838.00
177.png,train,384,288,1,31,8021.00,125,92,11500.00
178.png,train,384,288,1,31,390.00,27,22,594.00
179.png,train,384,288,1,62,2908.50,69,58,4002.00
180.png,train,384,288,1,75,3296.00,73,61,4453.00
181.png,train,384,288,1,65,3120.50,69,61,4209.00
182.png,train,384,288,1,60,3412.00,74,60,4440.00
186.png,train,384,288,1,42,7998.00,116,90,10440.00
187.png,train,384,288,1,33,12934.00,147,114,16758.00
188.png,train,384,288,1,26,13041.50,146,120,17520.00
19.png,train,384,288,1,23,17784.50,266,116,30856.00
190.png,train,384,288,1,63,3286.50,73,62,4526.00
191.png,train,384,288,1,54,1210.00,45,35,1575.00
194.png,train,384,288,1,55,4678.50,84,75,6300.00
195.png,train,384,288,1,52,4241.00,82,71,5822.00
196.png,train,384,288,1,45,4274.00,82,70,5740.00
197.png,train,384,288,1,52,4602.00,85,74,6290.00
198.png,train,384,288,1,42,4352.50,80,72,5760.00
199.png,train,384,288,1,49,4264.50,84,71,5964.00
2.png,train,384,288,1,19,20253.50,229,153,35037.00
200.png,train,384,288,1,42,5694.00,89,84,7476.00
202.png,train,384,288,1,43,5333.00,94,81,7614.00
203.png,train,384,288,1,53,4873.50,72,84,6048.00
204.png,train,384,288,1,59,3422.50,63,71,4473.00
205.png,train,384,288,1,58,2935.00,64,60,3840.00
206.png,train,384,288,1,25,8358.50,273,79,21567.00
207.png,train,384,288,1,27,8420.50,285,79,22515.00
208.png,train,384,288,1,29,3961.50,187,67,12529.00
209.png,train,384,288,1,33,2689.00,138,59,8142.00
21.png,train,384,288,1,31,29560.50,246,157,38622.00
210.png,train,384,288,1,26,27673.50,312,192,59904.00
211.png,train,384,288,1,32,21359.00,310,178,55180.00
212.png,train,384,288,1,28,16700.00,299,177,52923.00
215.png,train,384,288,1,26,10038.00,168,89,14952.00
216.png,train,384,288,1,28,12036.00,231,101,23331.00
217.png,train,384,288,1,29,10884.50,148,110,16280.00
218.png,train,384,288,1,29,8458.00,128,107,13696.00
219.png,train,384,288,1,27,6869.50,176,86,15136.00
22.png,train,384,288,1,32,53155.00,304,261,79344.00
220.png,train,384,288,1,39,4814.00,101,78,7878.00
221.png,train,384,288,1,35,3915.00,127,72,9144.00
222.png,train,384,288,1,50,3344.50,89,63,5607.00
223.png,train,384,288,1,46,3246.00,81,70,5670.00
224.png,train,384,288,1,53,2588.00,72,60,4320.00
225.png,train,384,288,1,56,3234.00,93,46,4278.00
228.png,train,384,288,1,44,8266.00,87,149,12963.00
229.png,train,384,288,1,35,8264.00,85,156,13260.00
23.png,train,384,288,1,22,26584.50,280,126,35280.00
231.png,train,384,288,1,34,18949.50,144,196,28224.00
232.png,train,384,288,1,31,17619.50,120,188,22560.00
233.png,train,384,288,1,29,18076.00,123,188,23124.00
234.png,train,384,288,1,31,15931.00,109,181,19729.00
235.png,train,384,288,1,29,14061.00,106,167,17702.00
236.png,train,384,288,1,27,11385.00,104,132,13728.00
237.png,train,384,288,1,37,13561.50,100,211,21100.00
238.png,train,384,288,1,32,12944.00,100,215,21500.00
239.png,train,384,288,1,32,13065.50,99,203,20097.00
24.png,train,384,288,1,22,22370.00,306,93,28458.00
240.png,train,384,288,1,31,12427.00,99,197,19503.00
241.png,train,384,288,1,30,13680.50,105,203,21315.00
243.png,train,384,288,1,35,9917.50,87,202,17574.00
244.png,train,384,288,1,33,9203.00,82,194,15908.00
245.png,train,384,288,1,37,7681.00,75,167,12525.00
247.png,train,384,288,1,29,14766.00,105,216,22680.00
248.png,train,384,288,1,30,13141.00,92,202,18584.00
250.png,train,384,288,1,35,9969.50,74,186,13764.00
251.png,train,384,288,1,30,7796.50,65,170,11050.00
252.png,train,384,288,1,31,11122.50,75,209,15675.00
253.png,train,384,288,1,35,24350.50,261,164,42804.00
254.png,train,384,288,1,27,23116.50,232,175,40600.00
255.png,train,384,288,1,23,20825.00,242,130,31460.00
256.png,train,384,288,1,27,22160.00,228,150,34200.00
258.png,train,384,288,1,40,23425.00,246,170,41820.00
259.png,train,384,288,1,32,23968.00,265,170,45050.00
26.png,train,384,288,1,69,1389.50,53,36,1908.00
260.png,train,384,288,1,32,23652.00,282,169,47658.00
261.png,train,384,288,1,27,21157.50,257,162,41634.00
262.png,train,384,288,1,29,14907.50,238,123,29274.00
263.png,train,384,288,1,19,10997.50,267,114,30438.00
264.png,train,384,288,1,21,24997.00,283,157,44431.00
265.png,train,384,288,1,31,25245.00,287,166,47642.00
266.png,train,384,288,1,32,26370.00,272,180,48960.00
267.png,train,384,288,1,36,18833.50,248,152,37696.00
268.png,train,384,288,1,29,24404.50,310,173,53630.00
269.png,train,384,288,1,26,17764.00,267,124,33108.00
27.png,train,384,288,1,57,1424.50,49,38,1862.00
270.png,train,384,288,1,26,20882.00,248,145,35960.00
271.png,train,384,288,1,25,29100.50,257,157,40349.00
272.png,train,384,288,1,32,34782.50,313,175,54775.00
273.png,train,384,288,1,32,30488.00,312,167,52104.00
274.png,train,384,288,1,33,32120.00,313,190,59470.00
278.png,train,384,288,1,61,2290.50,71,45,3195.00
279.png,train,384,288,1,66,2649.50,72,51,3672.00
28.png,train,384,288,1,52,3578.00,78,59,4602.00
280.png,train,384,288,1,61,3087.50,76,57,4332.00
281.png,train,384,288,1,50,3549.50,76,62,4712.00
283.png,train,384,288,1,47,3961.50,85,61,5185.00
284.png,train,384,288,1,64,2993.00,82,49,4018.00
285.png,train,384,288,1,58,3292.50,82,52,4264.00
286.png,train,384,288,1,47,3616.00,94,48,4512.00
287.png,train,384,288,1,47,3403.50,88,53,4664.00
288.png,train,384,288,1,54,3604.00,82,57,4674.00
289.png,train,384,288,1,71,3149.50,70,61,4270.00
29.png,train,384,288,1,58,4318.00,85,70,5950.00
290.png,train,384,288,1,54,1816.50,51,50,2550.00
291.png,train,384,288,1,52,1583.50,52,41,2132.00
293.png,train,384,288,1,51,3535.00,85,55,4675.00
296.png,train,384,288,1,67,2648.50,74,50,3700.00
297.png,train,384,288,1,62,2737.00,85,45,3825.00
299.png,train,384,288,1,60,3188.50,48,92,4416.00
3.png,train,384,288,1,20,19732.50,230,150,34500.00
302.png,train,384,288,1,33,8703.00,88,155,13640.00
303.png,train,384,288,1,32,10227.00,89,182,16198.00
305.png,train,384,288,1,33,14088.50,112,191,21392.00
306.png,train,384,288,1,31,25449.50,165,206,33990.00
307.png,train,384,288,1,36,10853.00,117,131,15327.00
308.png,train,384,288,1,34,11350.50,115,137,15755.00
310.png,train,384,288,1,57,2454.50,55,67,3685.00
311.png,train,384,288,1,52,2771.00,64,71,4544.00
312.png,train,384,288,1,56,1210.00,37,55,2035.00
315.png,train,384,288,1,24,19867.50,173,140,24220.00
316.png,train,384,288,1,25,31533.00,207,199,41193.00
317.png,train,384,288,1,31,15771.50,144,175,25200.00
318.png,train,384,288,1,57,2328.00,67,45,3015.00
319.png,train,384,288,1,68,2659.50,67,51,3417.00
32.png,train,384,288,1,33,9378.00,135,96,12960.00
320.png,train,384,288,1,45,4211.50,90,60,5400.00
321.png,train,384,288,1,46,5856.00,99,78,7722.00
322.png,train,384,288,1,36,7923.00,116,89,10324.00
323.png,train,384,288,1,33,9709.00,124,100,12400.00
325.png,train,384,288,1,49,4440.00,82,71,5822.00
327.png,train,384,288,1,55,3394.50,69,68,4692.00
328.png,train,384,288,1,53,4260.50,75,74,5550.00
329.png,train,384,288,1,49,4495.50,68,86,5848.00
33.png,train,384,288,1,36,11034.00,142,97,13774.00
330.png,train,384,288,1,57,5723.50,84,90,7560.00
331.png,train,384,288,1,42,7593.50,103,94,9682.00
332.png,train,384,288,1,47,5567.50,93,78,7254.00
333.png,train,384,288,1,47,5011.50,90,73,6570.00
334.png,train,384,288,1,42,5389.00,102,74,7548.00
335.png,train,384,288,1,54,5751.00,101,78,7878.00
336.png,train,384,288,1,54,5213.00,90,77,6930.00
337.png,train,384,288,1,45,5672.00,89,86,7654.00
338.png,train,384,288,1,30,12779.00,142,118,16756.00
339.png,train,384,288,1,63,2962.50,75,54,4050.00
34.png,train,384,288,1,34,6438.00,111,82,9102.00
340.png,train,384,288,1,54,1799.50,57,41,2337.00
344.png,train,384,288,1,28,13409.00,179,100,17900.00
347.png,train,384,288,1,34,4882.50,124,58,7192.00
349.png,train,384,288,1,24,23441.00,182,189,34398.00
35.png,train,384,288,1,34,7070.00,112,81,9072.00
350.png,train,384,288,1,30,13681.00,157,197,30929.00
351.png,train,384,288,1,48,4058.00,62,112,6944.00
353.png,train,384,288,1,26,7755.00,151,83,12533.00
356.png,train,384,288,1,25,9542.00,86,203,17458.00
357.png,train,384,288,1,20,21064.50,238,111,26418.00
358.png,train,384,288,1,19,8561.50,233,58,13514.00
359.png,train,384,288,1,20,11078.50,194,81,15714.00
36.png,train,384,288,1,54,3873.50,86,63,5418.00
360.png,train,384,288,1,26,13186.50,172,141,24252.00
361.png,train,384,288,1,27,10815.00,138,123,16974.00
362.png,train,384,288,1,31,8862.00,104,138,14352.00
363.png,train,384,288,1,43,1384.00,31,68,2108.00
364.png,train,384,288,1,64,2277.50,61,49,2989.00
365.png,train,384,288,1,61,1914.00,57,43,2451.00
367.png,train,384,288,1,64,2163.50,60,49,2940.00
368.png,train,384,288,1,64,1989.00,58,49,2842.00
369.png,train,384,288,1,57,1611.50,50,44,2200.00
370.png,train,384,288,1,55,1546.00,50,41,2050.00
371.png,train,384,288,1,54,1038.00,43,36,1548.00
372.png,train,384,288,1,54,955.50,41,34,1394.00
373.png,train,384,288,1,56,1003.00,46,30,1380.00
375.png,train,384,288,1,59,900.50,43,29,1247.00
376.png,train,384,288,1,64,2500.00,74,45,3330.00
377.png,train,384,288,1,57,2100.00,64,45,2880.00
378.png,train,384,288,1,69,1825.50,60,41,2460.00
379.png,train,384,288,1,47,1311.50,48,34,1632.00
38.png,train,384,288,1,42,4488.50,93,62,5766.00
380.png,train,384,288,1,56,1753.00,57,41,2337.00
381.png,train,384,288,1,67,2597.00,70,49,3430.00
382.png,train,384,288,1,62,3076.50,74,54,3996.00
383.png,train,384,288,1,50,2855.00,73,50,3650.00
384.png,train,384,288,1,35,29626.00,168,258,43344.00
385.png,train,384,288,1,32,25870.50,156,259,40404.00
386.png,train,384,288,1,36,27913.50,170,251,42670.00
387.png,train,384,288,1,31,27392.00,164,251,41164.00
388.png,train,384,288,1,34,25325.00,173,245,42385.00
391.png,train,384,288,1,46,5256.00,63,115,7245.00
392.png,train,384,288,1,35,8087.50,88,127,11176.00
393.png,train,384,288,1,44,7313.50,89,116,10324.00
394.png,train,384,288,1,46,7693.50,94,118,11092.00
395.png,train,384,288,1,33,11028.50,108,137,14796.00
396.png,train,384,288,1,33,11190.50,110,144,15840.00
397.png,train,384,288,1,30,14679.50,123,162,19926.00
398.png,train,384,288,1,35,17969.50,135,185,24975.00
4.png,train,384,288,1,19,20898.00,231,160,36960.00
40.png,train,384,288,1,37,7769.00,122,87,10614.00
400.png,train,384,288,1,43,6651.50,83,114,9462.00
401.png,train,384,288,1,39,9203.50,98,124,12152.00
402.png,train,384,288,1,33,13793.00,127,151,19177.00
403.png,train,384,288,1,30,9270.50,100,131,13100.00
404.png,train,384,288,1,35,10697.00,95,145,13775.00
405.png,train,384,288,1,38,8891.00,94,130,12220.00
406.png,train,384,288,1,31,9488.00,90,140,12600.00
407.png,train,384,288,1,36,10635.50,99,150,14850.00
408.png,train,384,288,1,35,7797.00,78,140,10920.00
41.png,train,384,288,1,47,4601.50,92,69,6348.00
410.png,train,384,288,1,39,8717.00,134,104,13936.00
411.png,train,384,288,1,44,6298.50,96,97,9312.00
414.png,train,384,288,1,29,31352.00,198,205,40590.00
415.png,train,384,288,1,30,15214.50,166,147,24402.00
417.png,train,384,288,1,32,10124.00,116,134,15544.00
418.png,train,384,288,1,51,5176.50,97,89,8633.00
419.png,train,384,288,1,28,14901.50,168,137,23016.00
42.png,train,384,288,1,39,6728.00,111,85,9435.00
420.png,train,384,288,1,31,17711.50,171,151,25821.00
421.png,train,384,288,1,28,15121.00,167,131,21877.00
422.png,train,384,288,1,29,34080.00,225,202,45450.00
423.png,train,384,288,1,27,16297.50,158,144,22752.00
424.png,train,384,288,1,65,2484.50,61,52,3172.00
425.png,train,384,288,1,59,2642.00,66,57,3762.00
427.png,train,384,288,1,29,12196.50,169,94,15886.00
428.png,train,384,288,1,24,10991.00,138,94,12972.00
429.png,train,384,288,1,33,7525.50,92,116,10672.00
430.png,train,384,288,1,47,7092.00,91,111,10101.00
433.png,train,384,288,1,38,9124.50,104,124,12896.00
434.png,train,384,288,1,32,9799.50,105,129,13545.00
436.png,train,384,288,1,40,7256.50,95,110,10450.00
437.png,train,384,288,1,41,7124.50,94,110,10340.00
438.png,train,384,288,1,33,16829.50,139,166,23074.00
439.png,train,384,288,1,38,7453.00,84,118,9912.00
44.png,train,384,288,1,42,8609.50,132,88,11616.00
441.png,train,384,288,1,66,2364.00,58,63,3654.00
442.png,train,384,288,1,48,3952.00,62,85,5270.00
443.png,train,384,288,1,50,6177.50,83,107,8881.00
444.png,train,384,288,1,44,7223.00,96,105,10080.00
445.png,train,384,288,1,37,13905.50,123,154,18942.00
446.png,train,384,288,1,32,12999.00,118,151,17818.00
447.png,train,384,288,1,61,2948.00,62,72,4464.00
450.png,train,384,288,1,64,2673.50,59,62,3658.00
451.png,train,384,288,1,60,2083.00,51,55,2805.00
452.png,train,384,288,1,53,3582.00,72,70,5040.00
453.png,train,384,288,1,37,3948.50,69,77,5313.00
454.png,train,384,288,1,39,6364.00,89,98,8722.00
455.png,train,384,288,1,42,8250.00,102,107,10914.00
456.png,train,384,288,1,38,10725.50,114,131,14934.00
457.png,train,384,288,1,36,9598.00,124,121,15004.00
458.png,train,384,288,1,44,4493.50,92,83,7636.00
459.png,train,384,288,1,57,4082.00,69,77,5313.00
46.png,train,384,288,1,38,6198.00,116,71,8236.00
460.png,train,384,288,1,52,5239.50,82,85,6970.00
461.png,train,384,288,1,36,6452.50,87,96,8352.00
462.png,train,384,288,1,44,7443.00,103,98,10094.00
463.png,train,384,288,1,32,11501.50,122,131,15982.00
465.png,train,384,288,1,32,11876.50,131,127,16637.00
466.png,train,384,288,1,34,11172.50,112,134,15008.00
468.png,train,384,288,1,33,11579.50,183,162,29646.00
47.png,train,384,288,1,31,10222.00,136,99,13464.00
470.png,train,384,288,1,28,9662.50,190,190,36100.00
471.png,train,384,288,1,34,21199.00,199,232,46168.00
472.png,train,384,288,1,32,22625.50,260,211,54860.00
473.png,train,384,288,1,28,16555.00,194,159,30846.00
474.png,train,384,288,1,30,18567.00,215,177,38055.00
475.png,train,384,288,1,26,23452.00,250,192,48000.00
476.png,train,384,288,1,34,19420.50,226,245,55370.00
477.png,train,384,288,1,31,19346.00,232,247,57304.00
478.png,train,384,288,1,30,22326.50,241,254,61214.00
479.png,train,384,288,1,34,17089.50,150,157,23550.00
48.png,train,384,288,1,46,4920.00,102,68,6936.00
480.png,train,384,288,1,33,15494.50,149,142,21158.00
481.png,train,384,288,1,34,14808.00,145,143,20735.00
482.png,train,384,288,1,33,21386.50,169,169,28561.00
483.png,train,384,288,1,30,21774.50,168,174,29232.00
484.png,train,384,288,1,31,18256.00,155,159,24645.00
485.png,train,384,288,1,36,14359.50,139,148,20572.00
487.png,train,384,288,1,29,11332.00,138,98,13524.00
488.png,train,384,288,1,22,11784.00,142,100,14200.00
49.png,train,384,288,1,36,8713.50,135,84,11340.00
490.png,train,384,288,1,31,53761.00,274,255,69870.00
491.png,train,384,288,1,31,20481.50,163,182,29666.00
492.png,train,384,288,1,29,22409.50,186,156,29016.00
493.png,train,384,288,1,38,20648.00,177,145,25665.00
495.png,train,384,288,1,34,20370.00,168,159,26712.00
497.png,train,384,288,1,27,39202.50,233,224,52192.00
498.png,train,384,288,1,27,28415.00,192,199,38208.00
499.png,train,384,288,1,31,26425.50,186,193,35898.00
5.png,train,384,288,1,22,18469.50,220,145,31900.00
50.png,train,384,288,1,70,2850.50,72,60,4320.00
500.png,train,384,288,1,31,14535.00,145,147,21315.00
501.png,train,384,288,1,31,16708.00,155,152,23560.00
502.png,train,384,288,1,33,19372.50,161,164,26404.00
503.png,train,384,288,1,32,22701.50,172,171,29412.00
504.png,train,384,288,1,33,9923.00,100,127,12700.00
505.png,train,384,288,1,34,15013.00,123,161,19803.00
506.png,train,384,288,1,15,44319.00,213,235,50055.00
507.png,train,384,288,1,22,40753.00,259,198,51282.00
508.png,train,384,288,1,30,16219.00,131,160,20960.00
509.png,train,384,288,1,27,12312.00,114,151,17214.00
51.png,train,384,288,1,56,1027.00,34,43,1462.00
510.png,train,384,288,1,31,11361.50,105,143,15015.00
511.png,train,384,288,1,42,6845.50,82,110,9020.00
513.png,train,384,288,1,38,7637.50,112,102,11424.00
514.png,train,384,288,1,32,10215.00,153,97,14841.00
515.png,train,384,288,1,39,8358.50,138,93,12834.00
516.png,train,384,288,1,30,13083.00,120,143,17160.00
518.png,train,384,288,1,36,6808.00,104,91,9464.00
519.png,train,384,288,1,31,17236.50,161,151,24311.00
52.png,train,384,288,1,41,997.00,34,39,1326.00
520.png,train,384,288,1,23,21579.50,196,143,28028.00
523.png,train,384,288,1,53,4742.00,90,71,6390.00
524.png,train,384,288,1,27,19524.00,187,134,25058.00
526.png,train,384,288,1,42,8412.00,118,99,11682.00
527.png,train,384,288,1,33,8323.50,125,82,10250.00
528.png,train,384,288,1,32,10452.00,134,102,13668.00
529.png,train,384,288,1,58,2515.50,44,78,3432.00
53.png,train,384,288,1,49,771.50,32,34,1088.00
530.png,train,384,288,1,57,2443.00,43,75,3225.00
531.png,train,384,288,1,61,2820.00,50,77,3850.00
532.png,train,384,288,1,51,3423.50,56,87,4872.00
534.png,train,384,288,1,38,5979.50,64,122,7808.00
535.png,train,384,288,1,47,6350.00,71,120,8520.00
536.png,train,384,288,1,36,6689.50,68,123,8364.00
537.png,train,384,288,1,50,4261.50,63,94,5922.00
538.png,train,384,288,1,52,4421.50,63,102,6426.00
539.png,train,384,288,1,43,7244.50,82,132,10824.00
54.png,train,384,288,1,33,410.00,25,25,625.00
540.png,train,384,288,1,32,13450.50,102,178,18156.00
541.png,train,384,288,1,44,5334.00,63,112,7056.00
542.png,train,384,288,1,45,6217.50,67,120,8040.00
543.png,train,384,288,1,37,9031.00,88,141,12408.00
544.png,train,384,288,1,36,13857.00,106,170,18020.00
545.png,train,384,288,1,45,6139.50,70,118,8260.00
546.png,train,384,288,1,52,5879.50,74,111,8214.00
547.png,train,384,288,2,65,3290.50,72,62,4464.00
547.png,train,384,288,2,58,1367.00,44,44,1936.00
548.png,train,384,288,2,58,3874.50,75,71,5325.00
548.png,train,384,288,2,63,2403.00,56,58,3248.00
549.png,train,384,288,2,52,761.50,23,56,1288.00
549.png,train,384,288,2,62,1112.50,39,45,1755.00
55.png,train,384,288,1,43,622.50,30,29,870.00
550.png,train,384,288,2,49,4597.00,98,64,6272.00
550.png,train,384,288,2,53,1353.50,43,42,1806.00
551.png,train,384,288,2,53,4711.50,98,62,6076.00
551.png,train,384,288,2,66,1293.00,42,43,1806.00
552.png,train,384,288,2,43,5124.00,103,65,6695.00
552.png,train,384,288,2,52,919.00,34,38,1292.00
556.png,train,384,288,2,50,6040.00,108,76,8208.00
556.png,train,384,288,2,54,946.00,35,39,1365.00
557.png,train,384,288,2,46,4480.00,92,70,6440.00
557.png,train,384,288,2,54,1156.00,38,43,1634.00
558.png,train,384,288,2,52,4597.00,98,66,6468.00
558.png,train,384,288,2,51,940.00,35,37,1295.00
559.png,train,384,288,1,33,339.50,23,25,575.00
560.png,train,384,288,2,72,3025.50,74,54,3996.00
560.png,train,384,288,2,42,783.00,35,34,1190.00
561.png,train,384,288,2,51,4166.50,83,70,5810.00
561.png,train,384,288,2,65,1386.00,45,43,1935.00
562.png,train,384,288,2,48,5138.50,83,79,6557.00
562.png,train,384,288,2,51,1770.00,50,49,2450.00
563.png,train,384,288,1,21,12156.00,148,113,16724.00
564.png,train,384,288,1,31,13140.00,173,142,24566.00
566.png,train,384,288,2,67,2547.00,66,55,3630.00
566.png,train,384,288,2,43,794.50,38,34,1292.00
567.png,train,384,288,2,55,2704.50,75,51,3825.00
567.png,train,384,288,2,51,784.00,37,33,1221.00
568.png,train,384,288,2,54,737.00,43,35,1505.00
568.png,train,384,288,2,41,526.50,29,27,783.00
569.png,train,384,288,2,52,1887.50,52,47,2444.00
569.png,train,384,288,2,43,541.00,29,29,841.00
57.png,train,384,288,1,58,1293.00,39,43,1677.00
570.png,train,384,288,2,36,515.00,19,56,1064.00
570.png,train,384,288,2,59,1363.50,45,46,2070.00
571.png,train,384,288,2,63,3073.50,76,56,4256.00
571.png,train,384,288,2,60,908.00,35,49,1715.00
572.png,train,384,288,1,47,4321.00,92,69,6348.00
574.png,train,384,288,1,59,2177.00,72,51,3672.00
575.png,train,384,288,1,40,4424.00,113,88,9944.00
576.png,train,384,288,1,23,5424.50,216,87,18792.00
578.png,train,384,288,1,24,5333.50,174,75,13050.00
579.png,train,384,288,1,20,12652.00,260,105,27300.00
58.png,train,384,288,1,55,1279.50,39,46,1794.00
580.png,train,384,288,1,19,15340.50,270,114,30780.00
582.png,train,384,288,1,41,8558.00,117,99,11583.00
583.png,train,384,288,1,62,5008.00,80,83,6640.00
584.png,train,384,288,1,43,2986.50,71,59,4189.00
586.png,train,384,288,1,43,4329.00,87,71,6177.00
587.png,train,384,288,1,54,2475.00,64,55,3520.00
588.png,train,384,288,1,60,2107.00,57,51,2907.00
589.png,train,384,288,1,51,2368.50,59,55,3245.00
59.png,train,384,288,1,46,1099.50,35,44,1540.00
590.png,train,384,288,1,62,2070.00,58,49,2842.00
591.png,train,384,288,1,60,1887.00,56,46,2576.00
592.png,train,384,288,1,41,4670.00,114,59,6726.00
593.png,train,384,288,1,58,4401.00,107,60,6420.00
595.png,train,384,288,1,65,2713.50,94,45,4230.00
596.png,train,384,288,1,63,2013.50,78,38,2964.00
597.png,train,384,288,1,62,1045.50,64,27,1728.00
598.png,train,384,288,1,48,2494.50,86,41,3526.00
599.png,train,384,288,1,50,3582.50,92,53,4876.00
6.png,train,384,288,1,28,20103.00,176,179,31504.00
60.png,train,384,288,1,53,2647.50,53,68,3604.00
600.png,train,384,288,1,35,8056.00,139,79,10981.00
602.png,train,384,288,1,41,6187.50,129,67,8643.00
603.png,train,384,288,1,34,7363.50,143,70,10010.00
604.png,train,384,288,1,40,6420.50,144,65,9360.00
605.png,train,384,288,1,51,2721.00,47,90,4230.00
606.png,train,384,288,1,42,3389.00,59,94,5546.00
609.png,train,384,288,1,52,3975.50,111,52,5772.00
61.png,train,384,288,1,59,2112.00,50,56,2800.00
610.png,train,384,288,1,48,4144.00,110,50,5500.00
611.png,train,384,288,1,54,3859.00,107,47,5029.00
612.png,train,384,288,1,57,2047.50,79,34,2686.00
62.png,train,384,288,1,58,1324.50,39,53,2067.00
63.png,train,384,288,1,61,1434.50,42,46,1932.00
66.png,train,384,288,1,45,1535.00,41,48,1968.00
67.png,train,384,288,1,59,1644.50,47,46,2162.00
69.png,train,384,288,1,56,1296.00,38,45,1710.00
7.png,train,384,288,1,34,23110.50,197,180,35460.00
70.png,train,384,288,2,65,1810.50,64,43,2752.00
70.png,train,384,288,2,51,1104.00,48,36,1728.00
71.png,train,384,288,2,46,556.50,39,22,858.00
71.png,train,384,288,2,30,243.50,20,18,360.00
72.png,train,384,288,3,53,1511.50,61,35,2135.00
72.png,train,384,288,3,46,936.00,46,29,1334.00
72.png,train,384,288,3,23,260.50,21,17,357.00
75.png,train,384,288,3,51,1691.00,79,32,2528.00
75.png,train,384,288,3,41,698.00,38,33,1254.00
75.png,train,384,288,3,21,173.50,16,16,256.00
76.png,train,384,288,2,58,1148.00,43,38,1634.00
76.png,train,384,288,2,36,659.00,26,33,858.00
